"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"2161","Terminator 3: Rise of the Machines","PS2","2003","Action","Atari",0.28,0.22,0,0.07,0.58,38,21,630,23,"Black Ops Entertainment","T"
"2162","Guitar Hero: Smash Hits","Wii","2009","Misc","Activision",0.31,0.21,0,0.06,0.58,74,17,770,6,"Beenox","T"
"2163","Tom Clancy's HAWX","X360","2009","Action","Ubisoft",0.31,0.19,0.02,0.06,0.58,73,64,730,51,"Ubisoft Romania","T"
"2164","Alice: Madness Returns","PS3","2011","Adventure","Electronic Arts",0.22,0.24,0.04,0.08,0.58,70,51,790,181,"Spicy Horse","M"
"2165","Shin Megami Tensei IV","3DS","2013","Role-Playing","Atlus",0.28,0,0.27,0.03,0.58,83,48,830,251,"Atlus","M"
"2166","NBA 2K7","X360","2006","Sports","Take-Two Interactive",0.53,0,0,0.04,0.58,84,46,780,67,"Kush Games, Visual Concepts","E"
"2167","NHL 12","PS3","2011","Sports","Electronic Arts",0.36,0.15,0,0.07,0.58,86,33,750,52,"Electronic Arts","E10+"
"2168","NASCAR: Dirt to Daytona","PS2","N/A","Racing","Unknown",0.28,0.22,0,0.07,0.58,84,10,880,19,"Monster Games Inc.","E"
"2169","Unreal Tournament","PS2","2000","Shooter","Infogrames",0.28,0.22,0,0.07,0.58,77,23,680,13,"Epic Games","M"
"2170","Digimon World 2","PS","2000","Role-Playing","Namco Bandai Games",0.23,0.16,0.16,0.04,0.58,42,5,760,47,"Bandai","E"
"2171","Prince of Persia: The Two Thrones","XB","2005","Action","Ubisoft",0.33,0.22,0,0.03,0.58,85,46,840,28,"Ubisoft","M"
"2172","JoJo's Bizarre Adventure: All Star Battle","PS3","2013","Fighting","Namco Bandai Games",0.05,0.02,0.5,0.01,0.58,71,53,830,55,"CyberConnect2","T"
"2173","Contra: Shattered Soldier","PS2","2002","Shooter","Konami Digital Entertainment",0.28,0.22,0,0.07,0.58,78,33,660,25,"KCET","T"
"2174","Final Fantasy: The 4 Heroes of Light","DS","2009","Role-Playing","Square Enix",0.22,0.1,0.23,0.03,0.58,71,49,710,38,"Matrix Software","E10+"
"2175","Rayman Legends","PS3","2013","Platform","Ubisoft",0.14,0.34,0,0.1,0.58,91,23,870,310,"Ubisoft Montpellier","E10+"
"2176","FIFA Soccer","PSV","2012","Sports","Electronic Arts",0.16,0.32,0.02,0.08,0.58,79,45,720,79,"Electronic Arts","E"
"2177","Tenchu 2: Birth of the Stealth Assassins","PS","2000","Action","Activision",0.32,0.22,0,0.04,0.58,77,14,870,32,"Acquire","M"
"2178","Tony Hawk's Pro Skater 4","GC","2002","Sports","Activision",0.45,0.12,0,0.02,0.58,91,19,860,21,"Neversoft Entertainment","T"
"2179","Naruto: Uzumaki Chronicles 2","PS2","2006","Action","Namco Bandai Games",0.28,0.22,0,0.07,0.58,52,22,690,17,"Cavia Inc.","T"
"2180","NHL 06","PS2","2005","Sports","Electronic Arts",0.48,0.02,0,0.08,0.58,78,27,850,29,"EA Canada","E10+"
"2181","Parasite Eve II","PS","1999","Role-Playing","SquareSoft",0.32,0.22,0,0.04,0.58,79,14,900,77,"SquareSoft","M"
"2182","Skate it","Wii","2008","Sports","Electronic Arts",0.5,0.03,0,0.04,0.58,70,37,840,25,"Electronic Arts","E"
"2183","Madden NFL 2002","XB","N/A","Sports","Unknown",0.53,0.02,0,0.03,0.58,90,16,810,8,"EA Sports","E"
"2184","Phineas and Ferb: Across the 2nd Dimension","Wii","2011","Action","Disney Interactive Studios",0.35,0.18,0,0.05,0.57,76,4,830,6,"High Impact Games","E10+"
"2185","Far Cry Instincts","XB","2005","Shooter","Ubisoft",0.32,0.24,0,0.02,0.57,85,56,570,73,"Ubisoft Montreal","M"
"2186","Tony Hawk's Pro Skater 4","GBA","2002","Sports","Activision",0.41,0.15,0,0.01,0.57,85,13,880,4,"Vicarious Visions","E"
"2187","ATV Offroad Fury: Blazin' Trails","PSP","2005","Racing","SouthPeak Games",0.53,0,0,0.04,0.57,63,32,780,16,"Climax Group","E"
"2188","Tales of the Abyss","PS2","2005","Role-Playing","Namco Bandai Games",0,0,0.57,0,0.57,78,22,840,109,"Namco","T"
"2189","Payday 2","X360","2013","Shooter","505 Games",0.33,0.19,0,0.05,0.57,75,18,630,203,"Overkill Software","M"
"2190","Blacksite: Area 51","X360","2007","Shooter","Midway Games",0.29,0.22,0,0.06,0.57,62,48,610,65,"Midway Studios - Austin","T"
"2191","Spyro Orange: The Cortex Conspiracy","GBA","2004","Action","Vivendi Games",0.41,0.15,0,0.01,0.57,60,25,700,12,"Vicarious Visions","E"
"2192","XCOM: Enemy Unknown","PS3","2012","Strategy","Take-Two Interactive",0.24,0.23,0,0.1,0.57,89,20,820,296,"Firaxis Games","M"
"2193","Skylanders: Spyro's Adventure","3DS","2011","Action","Activision",0.32,0.2,0,0.05,0.57,82,8,490,62,"Vicarious Visions","E10+"
"2194","The Sims 3: World Adventures","PC","2009","Simulation","Electronic Arts",0.02,0.18,0,0.38,0.57,81,31,800,72,"The Sims Studio","T"
"2195","Madden NFL 06","GC","2005","Sports","Electronic Arts",0.44,0.11,0,0.02,0.57,86,21,850,11,"EA Sports","E"
"2196","Titanfall 2","XOne","2016","Shooter","Electronic Arts",0.37,0.15,0,0.05,0.57,87,31,800,261,"Respawn Entertainment","M"
"2197","BlazBlue: Calamity Trigger","PS3","2009","Fighting","PQube",0.36,0.1,0.06,0.06,0.57,87,50,840,112,"Arc System Works","T"
"2198","Iron Man","X360","2008","Action","Sega",0.27,0.24,0,0.06,0.57,45,43,590,52,"Secret Level","T"
"2199","Naruto: Ultimate Ninja 2","PS2","2004","Fighting","Namco Bandai Games",0.47,0.02,0,0.08,0.57,73,27,790,27,"CyberConnect2","T"
"2200","NHL 10","PS3","2009","Sports","Electronic Arts",0.38,0.12,0,0.07,0.57,88,35,790,40,"EA Canada","E10+"
"2201","Rock Band 3","PS3","2010","Misc","MTV Games",0.43,0.08,0,0.05,0.57,91,34,800,95,"Harmonix Music Systems","T"
"2202","Blood Wake","XB","2001","Shooter","Microsoft Game Studios",0.43,0.12,0,0.02,0.57,71,30,750,13,"Stormfront Studios","T"
"2203","Dynasty Warriors 5: Xtreme Legends","PS2","2005","Action","Tecmo Koei",0.11,0.08,0.35,0.03,0.57,57,22,910,26,"Omega Force","T"
"2204","WWE 2K15","XOne","2014","Sports","Take-Two Interactive",0.29,0.23,0,0.05,0.57,56,25,570,63,"Yuke's","T"
"2205","FIFA World Cup Germany 2006","PS2","2006","Sports","Electronic Arts",0.47,0.02,0,0.08,0.57,77,28,810,33,"EA Canada","E"
"2206","Wreckless: ThE YaKuza MisSiOns","XB","2002","Racing","Activision",0.42,0.11,0.02,0.02,0.57,74,36,520,13,"Bunkasha Publishing","T"
"2207","Defiance","X360","2013","Shooter","Trion Worlds",0.38,0.14,0,0.05,0.57,60,27,720,249,"Trion Worlds","M"
"2208","Disgaea 4: A Promise Unforgotten","PS3","2011","Role-Playing","Nippon Ichi Software",0.27,0.11,0.14,0.05,0.57,80,39,780,126,"Nippon Ichi Software","T"
"2209","SpongeBob SquarePants: Battle for Bikini Bottom","XB","2003","Platform","THQ",0.45,0.1,0,0.02,0.57,70,8,890,17,"Heavy Iron Studios","E"
"2210","Doom 3 BFG Edition","PS3","2012","Shooter","Bethesda Softworks",0.26,0.21,0,0.1,0.57,67,16,640,107,"id Software","M"
"2211","Spider-Man 3","X360","2007","Platform","Activision",0.49,0.04,0,0.04,0.57,63,61,700,53,"Treyarch","T"
"2212","Pro Evolution Soccer 2012","PSP","2011","Action","Konami Digital Entertainment",0.1,0.11,0.29,0.06,0.57,74,4,630,8,"Konami","E"
"2213","The Conduit","Wii","2009","Shooter","Sega",0.28,0.23,0,0.06,0.57,69,79,820,258,"High Voltage Software","T"
"2214","Just Dance 2016","WiiU","2015","Misc","Ubisoft",0.27,0.25,0,0.05,0.57,73,7,690,11,"Ubisoft","E10+"
"2215","Disney Universe","X360","2011","Action","Disney Interactive Studios",0.37,0.14,0,0.05,0.57,66,31,530,13,"Eurocom Entertainment Software","E10+"
"2216","RalliSport Challenge","XB","2002","Racing","Microsoft Game Studios",0.39,0.16,0,0.02,0.57,87,32,830,19,"Digital Illusions","E"
"2217","Resident Evil Outbreak File #2","PS2","2004","Action","Capcom",0.19,0.15,0.17,0.05,0.57,58,35,770,70,"Capcom","M"
"2218","Top Spin 3","PS3","2008","Action","Take-Two Interactive",0.08,0.36,0,0.12,0.57,75,36,750,20,"Pam Development","E"
"2219","XIII","PS2","2003","Shooter","Ubisoft",0.28,0.22,0,0.07,0.57,73,37,860,35,"Ubisoft Paris","M"
"2220","Tomb Raider: Anniversary","PSP","2007","Action","Eidos Interactive",0.21,0.22,0,0.13,0.57,78,32,820,28,"Crystal Dynamics","T"
"2221","Rune Factory 4","3DS","2012","Role-Playing","Xseed Games",0.32,0,0.21,0.03,0.57,78,33,810,122,"Neverland","E10+"
"2222","3D Dot Game Heroes","PS3","2009","Role-Playing","SouthPeak Games",0.36,0.11,0.03,0.07,0.57,77,66,800,96,"Silicon Studio","E10+"
"2223","Up","Wii","2009","Action","THQ",0.22,0.28,0,0.06,0.56,62,6,800,4,"Asobo Studio","E10+"
"2224","Breath of Fire IV","PS","2000","Role-Playing","Capcom",0.11,0.08,0.34,0.04,0.56,83,10,890,45,"Capcom","T"
"2225","True Crime: Streets of LA","GC","2003","Action","Activision",0.44,0.11,0,0.02,0.56,77,29,730,29,"Exakt","M"
"2226","Odin Sphere","PS2","2007","Role-Playing","Square Enix",0.23,0.18,0.09,0.06,0.56,83,49,860,59,"Vanilla Ware","T"
"2227","Titanfall","PC","2014","Shooter","Electronic Arts",0.22,0.3,0,0.04,0.56,86,29,620,1727,"Respawn Entertainment","M"
"2228","Arena Football","PS2","2006","Sports","Electronic Arts",0.28,0.22,0,0.07,0.56,66,18,860,14,"EA Tiburon","E10+"
"2229","The Lord of the Rings: The Return of the King","GBA","2003","Action","Electronic Arts",0.4,0.15,0,0.01,0.56,77,13,820,11,"Griptonite Games","T"
"2230","NHL Hitz 20-02","PS2","2001","Sports","Midway Games",0.28,0.22,0,0.07,0.56,78,18,760,8,"Black Box","E"
"2231","The Legend of Spyro: Dawn of the Dragon","Wii","2008","Platform","Vivendi Games",0.34,0.17,0,0.05,0.56,64,11,650,19,"Etranges Libellules","E10+"
"2232","Classic NES Series: Dr. Mario","GBA","2004","Puzzle","Nintendo",0.31,0.11,0.13,0.01,0.56,66,10,750,6,"Nintendo","E"
"2233","The Sims: Bustin' Out","XB","2003","Simulation","Electronic Arts",0.4,0.14,0,0.02,0.56,81,26,890,12,"Maxis","T"
"2234","NCAA March Madness 07","PS2","2007","Sports","Electronic Arts",0.28,0.22,0,0.07,0.56,63,9,860,7,"EA Canada","E"
"2235","Monsters, Inc. Scream Team","PS","2001","Platform","Sony Computer Entertainment",0.31,0.21,0,0.04,0.56,65,10,690,8,"Artificial Mind and Movement","E"
"2236","Warhammer 40,000: Space Marine","X360","2011","Shooter","THQ",0.25,0.26,0,0.06,0.56,76,57,780,232,"Relic","M"
"2237","Top Spin 3","X360","2008","Action","Take-Two Interactive",0.09,0.4,0,0.07,0.56,78,47,760,36,"Pam Development","E"
"2238","Cabela's Big Game Hunter 2005 Adventures","PS2","2004","Sports","Activision",0.28,0.21,0,0.07,0.56,55,4,840,16,"Sand Grain Studios","T"
"2239","LEGO Rock Band","X360","2009","Misc","Warner Bros. Interactive Entertainment",0.4,0.11,0,0.05,0.56,71,50,720,31,"TT Fusion","E10+"
"2240","Battlefield 2: Modern Combat","XB","2005","Shooter","Electronic Arts",0.39,0.15,0,0.02,0.56,80,49,820,29,"Digital Illusions","T"
"2241","Tom Clancy's HAWX","PS3","2009","Action","Ubisoft",0.21,0.22,0.05,0.09,0.56,74,35,810,39,"Ubisoft Romania","T"
"2242","All-Star Baseball 2002","PS2","2001","Sports","Acclaim Entertainment",0.27,0.21,0,0.07,0.56,77,16,760,8,"Acclaim Studios Austin","E"
"2243","Need for Speed: Most Wanted","GC","2005","Racing","Electronic Arts",0.43,0.11,0,0.02,0.56,80,18,910,22,"EA Canada","T"
"2244","Bolt","Wii","2008","Adventure","Disney Interactive Studios",0.19,0.31,0,0.06,0.56,50,4,580,5,"Avalanche Software","E10+"
"2245","WWE Raw 2","XB","2003","Fighting","THQ",0.43,0.11,0,0.02,0.56,68,26,730,25,"Anchor","T"
"2246","Manhunt 2","PS2","2007","Action","Take-Two Interactive",0.27,0.21,0,0.07,0.56,67,22,780,53,"Rockstar London","M"
"2247","Fullmetal Alchemist and the Broken Angel","PS2","2003","Role-Playing","Square Enix",0.15,0.12,0.26,0.04,0.56,56,35,810,38,"Racjin","T"
"2248","Tony Hawk's Project 8","PSP","2006","Sports","Activision",0.41,0.07,0,0.07,0.56,68,11,760,14,"Page 44 Studios","T"
"2249","Batman Begins","PS2","2005","Action","Electronic Arts",0.27,0.21,0,0.07,0.56,64,41,730,70,"Eurocom Entertainment Software","T"
"2250","Tony Hawk's Proving Ground","X360","2007","Sports","Activision",0.49,0.02,0,0.04,0.56,72,59,540,44,"Neversoft Entertainment","T"
"2251","Dr. Seuss' The Cat in the Hat","PS2","2003","Misc","Vivendi Games",0.27,0.21,0,0.07,0.56,56,6,650,8,"Magenta Software","E"
"2252","Barbie Groovy Games","GBA","2002","Misc","Universal Interactive",0.4,0.15,0,0.01,0.56,47,5,700,4,"Digital Illusions","E"
"2253","Wolfenstein","X360","2009","Shooter","Activision",0.28,0.22,0,0.06,0.56,72,66,750,128,"id Software, Raven Software","M"
"2254","Blinx: The Time Sweeper","XB","2002","Platform","Microsoft Game Studios",0.39,0.15,0,0.02,0.56,71,36,800,41,"Artoon","E"
"2255","ESPN NFL Football","PS2","2003","Sports","Sega",0.27,0.21,0,0.07,0.56,91,20,850,25,"Visual Concepts","E"
"2256","Major League Baseball 2K5","XB","2005","Sports","Take-Two Interactive",0.52,0.02,0,0.02,0.56,81,25,820,17,"Kush Games","E"
"2257","Tetris Party Deluxe","Wii","2010","Puzzle","Nintendo",0.33,0.16,0.02,0.05,0.56,72,19,580,4,"Tetris Online, Inc","E"
"2258","Gravity Rush","PSV","2012","Action","Sony Computer Entertainment",0.21,0.17,0.09,0.08,0.56,83,73,850,625,"SCE Japan Studio","T"
"2259","Quantum Break","XOne","2016","Action","Microsoft Game Studios",0.3,0.2,0.01,0.05,0.56,77,106,680,1659,"Remedy Entertainment","M"
"2260","Archer Maclean's Mercury","PSP","2005","Puzzle","Ignition Entertainment",0.17,0.24,0,0.14,0.56,75,39,660,21,"Awesome Studios","E"
"2261","TMNT","X360","2007","Action","Ubisoft",0.48,0.03,0,0.05,0.56,58,31,630,32,"Ubisoft Montreal","E10+"
"2262","Soldier of Fortune: Gold Edition","PS2","2001","Shooter","Codemasters",0.27,0.21,0,0.07,0.56,59,14,680,17,"Pipe Dream Interactive","M"
"2263","Final Fantasy IV: The Complete Collection","PSP","2011","Role-Playing","Square Enix",0.13,0.09,0.27,0.06,0.56,77,41,750,80,"Bullets","E10+"
"2264","Frontlines: Fuel of War","X360","2008","Shooter","THQ",0.34,0.15,0.01,0.05,0.56,75,55,780,77,"Kaos Studios","T"
"2265","MX 2002 Featuring Ricky Carmichael","PS2","2001","Racing","THQ",0.27,0.21,0,0.07,0.56,76,17,830,9,"Pacific Coast Power & Light","E"
"2266","NCAA Football 07","XB","2006","Sports","Electronic Arts",0.42,0.12,0,0.01,0.56,88,20,690,10,"EA Sports","E"
"2267","Lunar: Silver Star Story Complete","PS","1998","Role-Playing","Kadokawa Shoten",0.27,0.18,0.06,0.04,0.55,78,15,910,35,"Game Arts","T"
"2268","Harvest Moon: The Tale of Two Towns","DS","2010","Simulation","Natsume",0.25,0.05,0.22,0.03,0.55,68,6,750,13,"Marvelous Entertainment","E"
"2269","No More Heroes","Wii","2007","Action","Rising Star Games",0.29,0.17,0.04,0.05,0.55,83,64,840,259,"Grasshopper Manufacture","M"
"2270","God of War: Origins Collection","PS3","2011","Action","Sony Computer Entertainment",0.39,0.08,0.02,0.06,0.55,84,58,840,208,"Ready at Dawn","M"
"2271","Dora The Explorer: Dora Saves the Snow Princess","Wii","2008","Platform","Take-Two Interactive",0.49,0.02,0,0.04,0.55,47,4,700,5,"High Voltage Software","E"
"2272","Soul Reaver 2","PS2","2001","Action","Eidos Interactive",0.27,0.21,0,0.07,0.55,80,22,850,35,"Crystal Dynamics","M"
"2273","Metal Gear Solid 3: Subsistence","PS2","2005","Action","Konami Digital Entertainment",0.34,0.01,0.15,0.06,0.55,94,53,930,439,"Aspect","M"
"2274","Enslaved: Odyssey to the West","PS3","2010","Action","Namco Bandai Games",0.24,0.22,0.01,0.09,0.55,80,53,740,312,"Ninja Theory","T"
"2275","WWF Raw","XB","2002","Fighting","THQ",0.4,0.13,0,0.02,0.55,68,33,660,15,"Anchor","T"
"2276","Guitar Hero Live","XOne","2015","Misc","Activision",0.3,0.2,0,0.05,0.55,81,21,510,69,"FreeStyleGames","T"
"2277","Extermination","PS2","2001","Action","Sony Computer Entertainment",0.21,0.16,0.12,0.05,0.55,67,19,780,19,"Deep Space","M"
"2278","Batman: Vengeance","PS2","2001","Adventure","Ubisoft",0.27,0.21,0,0.07,0.55,68,19,670,12,"Ubisoft","T"
"2279","Hot Shots Golf: World Invitational","PSV","2011","Sports","Sony Computer Entertainment",0.15,0.11,0.25,0.05,0.55,76,55,810,77,"Clap Hanz","E"
"2280","Tony Hawk's Pro Skater 3","XB","2002","Sports","Activision",0.34,0.18,0,0.02,0.55,93,22,840,17,"Neversoft Entertainment","T"
"2281","Mega Man Zero","GBA","2002","Platform","Capcom",0.22,0.08,0.24,0.01,0.55,82,17,890,31,"Inti","E"
"2282","Resident Evil: Revelations 2","PS4","2015","Action","Capcom",0.13,0.24,0.1,0.07,0.55,75,30,770,284,"Capcom","M"
"2283","NBA 2K8","PS3","2007","Sports","Take-Two Interactive",0.5,0.01,0,0.05,0.55,81,18,680,19,"Visual Concepts","E"
"2284","Rayman Origins","Wii","2011","Platform","Ubisoft",0.21,0.27,0,0.06,0.55,92,13,830,127,"UBlart Montpellier","E10+"
"2285","Assassin's Creed: Unity","PC","2014","Action","Ubisoft",0.18,0.33,0,0.04,0.55,70,10,300,1463,"Ubisoft, Ubisoft Montreal","M"
"2286","MX vs. ATV: Alive","X360","2011","Racing","THQ",0.37,0.13,0,0.04,0.55,63,43,720,24,"THQ Digital Studio Phoenix","E"
"2287","Shrek 2","XB","2004","Platform","Activision",0.4,0.13,0,0.02,0.55,72,31,840,5,"Luxoflux, Inc.","E"
"2288","Purr Pals","DS","2007","Simulation","THQ",0.18,0.35,0,0.02,0.55,67,4,680,6,"Brain Toys","E"
"2289","Assassin's Creed II","PC","2010","Action","Ubisoft",0.01,0.45,0,0.09,0.55,86,22,690,1611,"Ubisoft Montreal","M"
"2290","Tak and the Power of Juju","GBA","2003","Platform","THQ",0.39,0.15,0,0.01,0.55,79,28,920,19,"Avalanche Software","E"
"2291","Lips: Number One Hits","X360","2009","Misc","Microsoft Game Studios",0.15,0.34,0,0.06,0.55,70,22,760,7,"iNiS","T"
"2292","Turok: Evolution","XB","2002","Shooter","Acclaim Entertainment",0.39,0.14,0,0.02,0.55,68,25,670,9,"Acclaim","M"
"2293","Jak X: Combat Racing","PS2","2005","Racing","Sony Computer Entertainment",0.45,0.02,0,0.07,0.55,76,46,770,63,"Naughty Dog","T"
"2294","American Idol","PS2","2003","Misc","Codemasters",0.27,0.21,0,0.07,0.55,41,14,480,12,"Hothouse Creations","E"
"2295","Red Dead Revolver","XB","2004","Shooter","Take-Two Interactive",0.4,0.12,0,0.02,0.55,74,61,850,26,"Rockstar San Diego","M"
"2296","CrossworDS","DS","2008","Puzzle","Deep Silver",0.5,0,0,0.04,0.55,67,19,680,6,"Nuevo Retro Games","E"
"2297","Viva Pinata: Pocket Paradise","DS","2008","Simulation","THQ",0.26,0.23,0,0.06,0.55,82,34,710,15,"Rare Ltd.","E"
"2298","Sly Cooper: Thieves in Time","PS3","2013","Platform","Sony Computer Entertainment Europe",0.35,0.12,0,0.08,0.54,75,69,830,343,"Sanzaru Games","E10+"
"2299","Iron Man","PS2","2008","Action","Sega",0.36,0,0,0.19,0.54,47,8,560,15,"Artificial Mind and Movement","T"
"2300","Spec Ops: The Line","PS3","2012","Shooter","Take-Two Interactive",0.19,0.23,0.04,0.08,0.54,77,27,800,350,"Yager","M"
"2301","The SpongeBob SquarePants Movie","XB","2004","Platform","THQ",0.4,0.12,0,0.02,0.54,74,14,850,8,"Heavy Iron Studios","E"
"2302","NHL 14","PS3","2013","Sports","Electronic Arts",0.28,0.17,0,0.09,0.54,80,22,600,79,"Electronic Arts","E10+"
"2303","F1 2013","PS3","2013","Racing","Codemasters",0.01,0.42,0.03,0.09,0.54,77,22,630,40,"Codemasters Birmingham","E"
"2304","Legends of WrestleMania","PS3","2009","Fighting","THQ",0.3,0.16,0,0.07,0.54,70,43,650,19,"Yuke's","T"
"2305","Tiger Woods PGA Tour 08","X360","2007","Sports","Electronic Arts",0.49,0.02,0,0.04,0.54,80,45,780,26,"EA Salt Lake","E"
"2306","Dance Dance Revolution Ultramix","XB","2003","Simulation","Konami Digital Entertainment",0.42,0.11,0,0.02,0.54,82,24,880,10,"Konami Computer Entertainment Hawaii","E"
"2307","Crash Tag Team Racing","PS2","2005","Racing","Vivendi Games",0.27,0.21,0,0.07,0.54,66,21,700,49,"Radical Entertainment","E10+"
"2308","Front Mission 4","PS2","2003","Strategy","Square Enix",0.14,0.11,0.25,0.04,0.54,75,39,860,22,"Square Enix","T"
"2309","Rayman Origins","PSV","2012","Platform","Ubisoft",0.12,0.33,0,0.09,0.54,88,54,840,298,"UBlart Montpellier","E10+"
"2310","F.E.A.R.","PS3","2007","Shooter","Vivendi Games",0.18,0.26,0,0.1,0.54,72,31,740,64,"Day 1 Studios","M"
"2311","Enslaved: Odyssey to the West","X360","2010","Action","Namco Bandai Games",0.3,0.19,0,0.05,0.54,82,72,780,295,"Ninja Theory","T"
"2312","Dragon Ball Z: Shin Budokai","PSP","2006","Fighting","Atari",0.26,0.08,0.13,0.07,0.54,70,21,810,19,"Dimps Corporation","T"
"2313","Tiger Woods PGA Tour 13","PS3","2012","Sports","Electronic Arts",0.24,0.21,0,0.08,0.54,75,14,570,9,"Electronic Arts","E"
"2314","Dynasty Warriors: Gundam 3","PS3","2010","Action","Tecmo Koei",0.11,0.04,0.36,0.02,0.54,58,18,750,20,"Omega Force, Koei Tecmo Games","T"
"2315","Def Jam: Fight for NY","XB","N/A","Fighting","Electronic Arts",0.43,0.1,0,0.02,0.54,84,33,850,13,"Aki Corp.","M"
"2316","Tiger Woods PGA Tour 11","Wii","2010","Sports","Electronic Arts",0.23,0.25,0,0.06,0.54,84,29,830,23,"EA Sports","E"
"2317","NBA Live 10","PS3","2009","Sports","Electronic Arts",0.46,0.02,0.01,0.05,0.54,81,32,750,25,"EA Canada","E"
"2318","Metro 2033","X360","2010","Shooter","THQ",0.22,0.23,0.03,0.05,0.54,77,83,790,351,"4A Games","M"
"2319","Fire Emblem: Path of Radiance","GC","2005","Action","Nintendo",0.29,0.08,0.16,0.01,0.54,85,42,890,141,"Intelligent Systems","T"
"2320","Hotel Dusk: Room 215","DS","2007","Adventure","Nintendo",0.26,0.04,0.22,0.03,0.54,78,57,860,102,"Cing","T"
"2321","Final Fantasy Explorers","3DS","2014","Role-Playing","Square Enix",0.16,0.07,0.28,0.02,0.54,69,57,700,87,"Racjin","E10+"
"2322","SSX Tricky","GC","2001","Sports","Electronic Arts",0.42,0.11,0,0.01,0.54,87,20,860,18,"EA Sports Big","E"
"2323","Greg Hastings' Tournament Paintball","XB","2004","Shooter","Activision",0.46,0.06,0,0.02,0.54,74,11,920,42,"WXP","T"
"2324","ESPN NBA Basketball","PS2","2003","Sports","Sega",0.26,0.21,0,0.07,0.54,89,18,840,38,"Visual Concepts","E"
"2325","Dragon Ball Z: Ultimate Tenkaichi","X360","2011","Fighting","Namco Bandai Games",0.39,0.1,0.01,0.04,0.54,55,24,580,52,"Spike","T"
"2326","Sacred 2: Fallen Angel","X360","2009","Role-Playing","Deep Silver",0.29,0.16,0.04,0.05,0.54,71,56,730,64,"Ascaron Entertainment GmbH, Ascaron Entertainment","M"
"2327","Two Worlds II","X360","2011","Role-Playing","Unknown",0.4,0.07,0.03,0.03,0.54,67,50,660,140,"Reality Pump","M"
